"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"05.06.2018","199,19","198,16","199,24","197,90","-","0,17%"
"04.06.2018","198,86","201,01","201,29","198,77","-","-1,41%"
"01.06.2018","201,71","202,70","202,90","201,62","-","-0,56%"
"31.05.2018","202,84","203,20","203,62","202,27","-","-0,22%"
"30.05.2018","203,29","201,75","203,47","201,68","-","0,73%"
"29.05.2018","201,82","203,15","203,25","201,17","-","-0,75%"
"25.05.2018","203,34","204,50","204,52","202,72","-","-1,13%"
"24.05.2018","205,66","206,11","206,61","205,54","-","-0,35%"
"23.05.2018","206,38","205,50","206,59","205,34","-","0,09%"
"22.05.2018","206,20","206,42","206,95","205,88","-","0,25%"
"21.05.2018","205,69","204,41","205,85","204,33","-","0,98%"
"18.05.2018","203,69","204,08","204,60","203,58","-","0,06%"
"17.05.2018","203,56","204,61","204,77","203,31","-","-0,10%"
"16.05.2018","203,76","203,37","203,81","202,84","-","0,15%"
"15.05.2018","203,45","204,22","204,62","202,26","-","-0,19%"
"14.05.2018","203,83","203,34","204,05","203,26","-","0,13%"
"11.05.2018","203,56","204,39","204,46","203,42","-","-0,47%"
"10.05.2018","204,52","204,21","204,60","203,34","-","0,40%"
"09.05.2018","203,70","203,87","204,09","203,16","-","0,80%"
"08.05.2018","202,09","202,74","203,43","200,31","-","-0,76%"
"07.05.2018","203,64","203,76","204,33","203,52","-","0,19%"
"04.05.2018","203,25","201,95","203,56","201,50","-","0,57%"
"03.05.2018","202,10","201,60","202,23","200,95","-","0,25%"
"02.05.2018","201,60","201,21","201,71","200,61","-","0,17%"
"01.05.2018","201,26","201,07","201,63","200,75","-","-0,36%"
"30.04.2018","201,98","200,77","202,73","200,32","-","0,29%"
"27.04.2018","201,39","200,57","201,57","200,29","-","0,08%"
"26.04.2018","201,22","201,70","201,86","200,35","-","0,26%"
"25.04.2018","200,69","199,83","200,76","199,19","-","0,30%"
"24.04.2018","200,08","200,96","202,03","199,92","-","-0,32%"
"23.04.2018","200,73","201,54","201,85","200,21","-","-0,59%"
"20.04.2018","201,92","201,18","202,01","200,71","-","0,03%"
"19.04.2018","201,86","203,68","203,96","201,47","-","-0,55%"
"18.04.2018","202,97","200,68","202,98","200,64","-","1,80%"
"17.04.2018","199,38","199,22","199,60","198,57","-","-0,09%"
"16.04.2018","199,55","199,06","200,43","198,97","-","-0,08%"
"13.04.2018","199,70","199,30","200,20","199,22","-","0,20%"
"12.04.2018","199,30","198,14","199,37","197,79","-","0,24%"
"11.04.2018","198,83","197,62","199,55","197,36","-","0,87%"
"10.04.2018","197,11","196,07","197,16","195,42","-","1,10%"
"09.04.2018","194,97","192,81","195,13","192,81","-","1,41%"
"06.04.2018","192,25","192,73","193,90","191,98","-","-0,80%"
"05.04.2018","193,81","192,34","193,85","192,24","-","0,76%"
"04.04.2018","192,34","190,75","192,46","190,42","-","-0,45%"
"03.04.2018","193,21","193,44","193,97","193,03","-","-0,09%"
"02.04.2018","193,38","196,37","196,45","193,32","-","-1,01%"
"29.03.2018","195,36","194,47","195,81","194,30","-","0,54%"
"28.03.2018","194,31","194,64","194,97","193,80","-","-0,64%"
"27.03.2018","195,57","196,13","196,69","195,27","-","-0,10%"
"26.03.2018","195,77","196,15","196,53","195,62","-","-0,25%"
"23.03.2018","196,26","195,05","196,27","194,92","-","0,53%"
"22.03.2018","195,23","196,37","196,43","194,99","-","-0,40%"
"21.03.2018","196,02","195,21","196,48","194,99","-","0,96%"
"20.03.2018","194,15","193,61","195,03","193,54","-","0,65%"
"19.03.2018","192,90","193,79","194,15","192,72","-","-0,80%"
"16.03.2018","194,46","193,95","194,64","193,18","-","0,29%"
"15.03.2018","193,89","194,78","194,92","193,61","-","-0,31%"
"14.03.2018","194,49","194,85","195,13","193,76","-","0,11%"
"13.03.2018","194,28","194,68","195,50","193,72","-","-0,13%"
"12.03.2018","194,53","194,66","195,05","193,77","-","-0,32%"
"09.03.2018","195,15","194,03","195,21","193,75","-","0,77%"
"08.03.2018","193,66","194,23","195,01","193,49","-","-0,40%"
"07.03.2018","194,44","196,20","196,52","194,12","-","-1,18%"
"06.03.2018","196,76","197,53","197,92","196,47","-","0,05%"
"05.03.2018","196,67","194,23","196,69","194,11","-","1,31%"
"02.03.2018","194,12","193,91","194,30","193,01","-","0,09%"
"01.03.2018","193,95","192,97","194,16","192,19","-","0,00%"
"28.02.2018","193,95","195,36","196,11","193,84","-","-0,74%"
"27.02.2018","195,39","196,25","196,42","195,08","-","-0,69%"
"26.02.2018","196,75","196,60","197,23","195,69","-","0,39%"
"23.02.2018","195,99","195,07","196,28","194,99","-","0,37%"
"22.02.2018","195,27","193,59","195,51","193,52","-","0,57%"
"21.02.2018","194,17","193,34","194,28","193,26","-","0,26%"
"20.02.2018","193,67","194,25","194,74","193,59","-","0,05%"
"16.02.2018","193,58","193,32","193,92","192,79","-","0,06%"
"15.02.2018","193,46","192,01","193,52","191,53","-","0,56%"
"14.02.2018","192,39","189,30","192,41","188,17","-","1,34%"
"13.02.2018","189,84","189,33","190,18","188,63","-","0,40%"
"12.02.2018","189,08","189,94","190,29","189,06","-","0,30%"
"09.02.2018","188,51","190,79","191,14","187,35","-","-1,70%"
"08.02.2018","191,77","191,89","192,98","191,43","-","-0,30%"
"07.02.2018","192,34","192,34","195,03","191,93","-","-1,24%"
"06.02.2018","194,75","194,51","195,69","194,34","-","-0,47%"
"05.02.2018","195,67","196,37","197,09","195,30","-","-0,90%"
"02.02.2018","197,44","198,21","198,74","196,51","-","-0,46%"
"01.02.2018","198,35","197,45","198,36","197,25","-","0,49%"
"31.01.2018","197,38","197,13","197,60","196,77","-","-0,38%"
"30.01.2018","198,14","199,14","199,58","197,84","-","-0,70%"
"29.01.2018","199,54","199,87","200,06","199,06","-","-0,49%"
"26.01.2018","200,52","199,45","200,82","198,99","-","0,59%"
"25.01.2018","199,34","200,65","201,19","199,26","-","-0,09%"
"24.01.2018","199,51","197,73","199,62","197,66","-","1,30%"
"23.01.2018","196,94","196,51","197,34","196,46","-","0,37%"
"22.01.2018","196,22","195,83","196,63","195,66","-","0,37%"
"19.01.2018","195,50","196,00","196,22","195,09","-","-0,43%"
"18.01.2018","196,34","196,50","196,57","195,31","-","-0,03%"
"17.01.2018","196,40","194,82","196,54","194,77","-","0,66%"
"16.01.2018","195,11","195,34","195,56","194,59","-","-0,48%"
"12.01.2018","196,06","195,13","196,06","194,42","-","0,46%"
"11.01.2018","195,16","195,03","195,99","195,00","-","0,17%"
"10.01.2018","194,83","195,34","195,34","194,32","-","0,35%"
"09.01.2018","194,16","193,37","194,37","192,58","-","0,64%"
"08.01.2018","192,92","193,55","193,60","192,46","-","-0,27%"
"05.01.2018","193,45","194,19","194,52","193,31","-","-0,98%"
"04.01.2018","195,37","194,98","195,73","194,73","-","0,01%"
"03.01.2018","195,35","194,85","195,37","194,74","-","0,32%"
"02.01.2018","194,72","194,13","194,93","193,82","-","0,44%"
"29.12.2017","193,86","193,25","194,05","192,97","-","0,42%"
"28.12.2017","193,04","191,84","193,06","191,71","-","0,82%"
"27.12.2017","191,47","190,13","191,54","189,98","-","0,53%"
"26.12.2017","190,47","188,36","190,57","188,30","-","1,38%"
"22.12.2017","187,88","187,21","187,93","186,90","-","0,07%"
"21.12.2017","187,74","186,98","187,76","186,24","-","0,35%"
"20.12.2017","187,09","186,53","187,17","186,20","-","0,58%"
"19.12.2017","186,02","185,65","186,36","185,58","-","0,32%"
"18.12.2017","185,42","185,57","186,04","185,17","-","0,49%"
"15.12.2017","184,52","184,93","185,09","184,32","-","0,16%"
"14.12.2017","184,22","183,16","184,29","182,98","-","0,47%"
"13.12.2017","183,36","184,33","184,64","183,32","-","-0,03%"
"12.12.2017","183,41","186,15","186,29","183,24","-","-1,12%"
"11.12.2017","185,49","185,01","185,75","185,01","-","0,25%"
"08.12.2017","185,02","185,85","185,87","184,61","-","0,30%"
"07.12.2017","184,47","184,41","184,59","183,86","-","-0,14%"
"06.12.2017","184,72","186,93","187,10","184,71","-","-1,47%"
"05.12.2017","187,47","187,93","188,29","187,38","-","-0,65%"
"04.12.2017","188,69","190,14","190,46","188,61","-","-1,05%"
"01.12.2017","190,69","190,20","191,45","189,81","-","0,80%"
"30.11.2017","189,17","191,21","191,26","188,78","-","-0,91%"
"29.11.2017","190,90","191,15","192,16","190,36","-","-0,16%"
"28.11.2017","191,21","190,74","191,41","190,69","-","-0,22%"
"27.11.2017","191,63","191,68","192,23","190,99","-","-0,31%"
"24.11.2017","192,22","192,26","192,47","191,88","-","0,32%"
"22.11.2017","191,60","190,83","191,76","190,65","-","0,93%"
"21.11.2017","189,83","189,51","190,34","189,12","-","0,33%"
"20.11.2017","189,21","189,19","189,38","188,36","-","-0,62%"
"17.11.2017","190,39","189,22","190,53","189,04","-","1,14%"
"16.11.2017","188,25","188,65","189,07","188,14","-","-0,21%"
"15.11.2017","188,64","188,22","188,85","188,03","-","-0,22%"
"14.11.2017","189,06","190,80","190,97","188,61","-","-1,25%"
"13.11.2017","191,45","191,36","192,16","191,22","-","-0,10%"
"10.11.2017","191,65","191,78","192,31","191,23","-","-0,11%"
"09.11.2017","191,87","191,89","192,66","191,78","-","-0,01%"
"08.11.2017","191,89","191,54","192,99","191,40","-","0,02%"
"07.11.2017","191,85","191,85","192,30","191,38","-","-0,37%"
"06.11.2017","192,57","190,05","192,83","189,71","-","1,68%"
"03.11.2017","189,38","188,44","189,44","187,82","-","0,66%"
"02.11.2017","188,13","187,69","188,21","187,42","-","0,10%"
"01.11.2017","187,94","188,79","188,84","187,49","-","0,20%"
"31.10.2017","187,56","187,18","187,78","186,80","-","0,02%"
"30.10.2017","187,53","187,04","187,80","186,99","-","0,34%"
"27.10.2017","186,89","185,17","187,00","184,72","-","0,51%"
"26.10.2017","185,94","185,16","186,07","184,78","-","0,29%"
"25.10.2017","185,40","185,73","186,11","185,15","-","-0,23%"
"24.10.2017","185,82","185,11","185,87","184,47","-","0,60%"
"23.10.2017","184,71","184,62","185,01","184,42","-","0,32%"
"20.10.2017","184,12","183,84","184,40","183,35","-","0,03%"
"19.10.2017","184,07","183,44","184,34","183,35","-","0,04%"
"18.10.2017","183,99","184,22","184,51","183,60","-","-0,14%"
"17.10.2017","184,24","184,76","185,02","183,82","-","-0,21%"
"16.10.2017","184,62","185,46","185,73","184,42","-","-0,11%"
"13.10.2017","184,83","184,61","185,01","183,96","-","0,85%"
"12.10.2017","183,28","182,72","183,80","182,34","-","-0,12%"
"11.10.2017","183,50","183,69","183,74","182,97","-","0,16%"
"10.10.2017","183,20","182,25","183,49","182,06","-","1,24%"
"09.10.2017","180,96","181,07","181,17","180,51","-","0,01%"
"06.10.2017","180,95","182,39","182,39","180,48","-","-1,09%"
"05.10.2017","182,94","181,77","183,40","181,54","-","0,91%"
"04.10.2017","181,29","181,03","181,86","180,99","-","0,22%"
"03.10.2017","180,90","180,71","181,17","180,33","-","-0,01%"
"02.10.2017","180,91","181,46","181,46","180,31","-","-1,19%"
"29.09.2017","183,09","182,77","183,53","182,41","-","0,05%"
"28.09.2017","182,99","184,13","184,13","182,56","-","-0,47%"
"27.09.2017","183,86","183,36","183,96","183,02","-","0,25%"
"26.09.2017","183,40","184,45","184,48","183,10","-","-0,66%"
"25.09.2017","184,61","183,70","184,69","183,53","-","0,57%"
"22.09.2017","183,57","183,78","184,15","183,19","-","0,09%"
"21.09.2017","183,40","183,38","183,81","183,16","-","-0,67%"
"20.09.2017","184,63","183,54","184,94","183,31","-","1,12%"
"19.09.2017","182,58","183,76","184,07","182,34","-","-0,63%"
"18.09.2017","183,73","183,80","184,24","183,10","-","-0,17%"
"15.09.2017","184,05","183,18","184,14","183,14","-","0,40%"
"14.09.2017","183,31","183,26","184,31","183,15","-","0,24%"
"13.09.2017","182,88","182,17","182,98","181,99","-","0,81%"
"12.09.2017","181,41","181,45","182,21","180,92","-","-0,14%"
"11.09.2017","181,66","180,86","181,83","180,24","-","0,27%"
"08.09.2017","181,17","182,72","183,12","180,87","-","-0,93%"
"07.09.2017","182,87","182,85","183,16","182,45","-","-0,07%"
"06.09.2017","183,00","182,41","183,29","182,35","-","0,36%"
"05.09.2017","182,34","181,50","182,97","181,18","-","0,77%"
"01.09.2017","180,95","180,39","181,00","179,61","-","0,05%"
"31.08.2017","180,86","177,47","180,89","177,16","-","2,26%"
"30.08.2017","176,87","177,39","177,50","176,57","-","-0,37%"
"29.08.2017","177,53","177,90","178,38","176,96","-","-0,27%"
"28.08.2017","178,01","178,26","178,69","177,57","-","0,10%"
"25.08.2017","177,83","178,52","178,65","177,32","-","0,02%"
"24.08.2017","177,80","177,80","178,22","176,98","-","0,12%"
"23.08.2017","177,58","176,63","177,67","176,40","-","0,48%"
"22.08.2017","176,73","176,60","177,19","176,31","-","0,10%"
"21.08.2017","176,55","177,76","177,77","176,21","-","-0,54%"
"18.08.2017","177,50","176,28","177,67","175,18","-","0,92%"
"17.08.2017","175,89","175,31","175,99","174,68","-","0,30%"
"16.08.2017","175,36","176,76","176,78","175,25","-","-0,54%"
"15.08.2017","176,31","176,63","176,67","175,78","-","-0,68%"
"14.08.2017","177,51","178,72","179,09","177,39","-","-1,17%"
"11.08.2017","179,61","178,70","179,80","178,47","-","0,39%"
"10.08.2017","178,91","182,21","182,55","178,83","-","-1,46%"
"09.08.2017","181,56","181,32","181,72","180,94","-","0,26%"
"08.08.2017","181,09","181,19","181,42","180,27","-","0,07%"
"07.08.2017","180,97","180,45","180,97","179,61","-","0,16%"
"04.08.2017","180,68","180,51","180,94","179,98","-","0,02%"
"03.08.2017","180,65","181,49","182,09","180,60","-","-0,74%"
"02.08.2017","182,00","180,67","182,03","180,27","-","0,69%"
"01.08.2017","180,76","182,39","182,42","179,69","-","-1,03%"
"31.07.2017","182,64","181,76","182,69","181,42","-","0,29%"
"28.07.2017","182,12","181,07","182,58","180,89","-","0,54%"
"27.07.2017","181,14","179,72","181,41","179,56","-","0,94%"
"26.07.2017","179,45","177,65","179,52","177,62","-","1,00%"
"25.07.2017","177,67","177,17","177,95","177,00","-","0,82%"
"24.07.2017","176,23","176,44","176,67","176,00","-","-0,24%"
"21.07.2017","176,66","177,56","177,99","176,54","-","-0,98%"
"20.07.2017","178,40","179,16","179,74","178,35","-","-0,15%"
"19.07.2017","178,66","177,17","178,80","177,10","-","1,01%"
"18.07.2017","176,88","177,33","178,01","176,34","-","0,57%"
"17.07.2017","175,88","176,50","176,80","175,83","-","-0,23%"
"14.07.2017","176,28","175,34","176,34","174,63","-","1,11%"
"13.07.2017","174,35","173,39","174,96","173,15","-","0,27%"
"12.07.2017","173,88","174,38","175,11","173,56","-","-0,02%"
"11.07.2017","173,92","171,60","174,06","171,43","-","0,68%"
"10.07.2017","172,74","172,91","173,32","172,26","-","0,10%"
"07.07.2017","172,56","172,55","173,49","171,88","-","-1,07%"
"06.07.2017","174,43","174,20","175,11","173,77","-","0,45%"
"05.07.2017","173,65","175,09","175,70","173,36","-","-1,42%"
"03.07.2017","176,16","175,00","176,73","174,83","-","0,79%"
"30.06.2017","174,78","172,60","174,82","172,48","-","1,68%"
"29.06.2017","171,89","171,89","172,56","171,53","-","0,53%"
"28.06.2017","170,98","170,17","171,11","169,78","-","0,57%"
"27.06.2017","170,01","169,71","170,44","169,32","-","0,85%"
"26.06.2017","168,57","168,25","168,60","167,16","-","0,49%"
"23.06.2017","167,74","167,23","168,02","166,74","-","0,74%"
"22.06.2017","166,50","167,75","167,79","166,48","-","-0,55%"
"21.06.2017","167,42","169,80","170,08","166,91","-","-1,32%"
"20.06.2017","169,66","170,30","170,37","168,70","-","-0,95%"
"19.06.2017","171,28","172,74","172,74","171,15","-","-1,02%"
"16.06.2017","173,05","173,41","173,53","172,73","-","0,16%"
"15.06.2017","172,78","172,33","173,02","172,06","-","-0,14%"
"14.06.2017","173,02","174,97","175,73","172,91","-","-1,60%"
"13.06.2017","175,83","175,96","175,99","175,07","-","-0,06%"
"12.06.2017","175,93","177,65","177,81","175,89","-","-0,47%"
"09.06.2017","176,76","176,15","177,22","176,03","-","0,37%"
"08.06.2017","176,10","176,03","176,67","175,69","-","0,28%"
"07.06.2017","175,61","178,07","178,17","175,53","-","-1,39%"
"06.06.2017","178,08","177,27","178,30","177,08","-","0,44%"
"05.06.2017","177,30","177,39","177,49","176,85","-","-0,37%"
"02.06.2017","177,96","177,47","178,47","177,47","-","-0,63%"
"01.06.2017","179,09","180,08","180,11","179,00","-","-0,38%"
"31.05.2017","179,77","179,99","180,43","178,99","-","-0,86%"
"30.05.2017","181,33","181,14","181,62","180,50","-","-0,37%"
"26.05.2017","182,00","181,06","182,04","180,19","-","0,47%"
"25.05.2017","181,15","183,26","184,04","180,79","-","-1,51%"
"24.05.2017","183,92","184,67","184,73","183,36","-","-0,62%"
"23.05.2017","185,06","185,19","186,07","184,79","-","-0,54%"
"22.05.2017","186,07","185,82","186,35","185,48","-","0,53%"
"19.05.2017","185,08","183,65","185,10","183,63","-","1,41%"
"18.05.2017","182,51","181,28","183,02","181,22","-","-0,40%"
"17.05.2017","183,24","182,52","183,66","182,42","-","0,60%"
"16.05.2017","182,14","182,92","183,22","182,00","-","-0,33%"
"15.05.2017","182,74","183,90","184,66","182,74","-","0,58%"
"12.05.2017","181,69","180,65","181,74","180,63","-","0,69%"
"11.05.2017","180,44","180,48","180,61","179,58","-","0,52%"
"10.05.2017","179,51","178,04","179,98","177,92","-","1,25%"
"09.05.2017","177,29","178,41","178,59","177,00","-","-0,47%"
"08.05.2017","178,13","177,70","178,49","177,14","-","0,12%"
"05.05.2017","177,92","177,14","178,69","176,68","-","0,51%"
"04.05.2017","177,01","179,23","179,30","176,75","-","-1,88%"
"03.05.2017","180,40","180,25","180,64","179,54","-","0,03%"
"02.05.2017","180,34","182,21","182,27","180,10","-","-0,69%"
"01.05.2017","181,59","181,71","182,17","181,27","-","-0,08%"
"28.04.2017","181,73","181,19","181,92","180,59","-","0,69%"
"27.04.2017","180,49","180,94","181,03","179,72","-","-0,67%"
"26.04.2017","181,71","181,72","182,83","181,21","-","-0,11%"
"25.04.2017","181,91","180,76","181,92","180,39","-","0,54%"
"24.04.2017","180,93","182,38","182,57","180,69","-","-0,52%"
"21.04.2017","181,87","183,15","183,45","181,43","-","-0,64%"
"20.04.2017","183,04","184,47","184,52","182,94","-","-0,48%"
"19.04.2017","183,92","186,73","187,02","183,59","-","-1,40%"
"18.04.2017","186,54","186,44","187,01","185,90","-","-0,45%"
"17.04.2017","187,39","187,34","188,08","187,29","-","-0,20%"
"13.04.2017","187,77","187,95","188,28","187,35","-","0,21%"
"12.04.2017","187,38","188,19","188,51","187,23","-","-0,33%"
"11.04.2017","188,00","187,80","188,01","186,88","-","0,20%"
"10.04.2017","187,63","187,34","187,74","187,10","-","0,28%"
"07.04.2017","187,11","186,95","187,25","186,00","-","0,18%"
"06.04.2017","186,78","186,61","187,00","186,29","-","0,34%"
"05.04.2017","186,15","186,71","187,08","185,80","-","0,30%"
"04.04.2017","185,59","184,86","185,70","184,60","-","0,57%"
"03.04.2017","184,53","186,26","186,56","184,47","-","-0,73%"
"31.03.2017","185,88","185,27","186,10","184,93","-","0,19%"
"30.03.2017","185,52","184,56","186,17","184,55","-","0,17%"
"29.03.2017","185,21","184,28","185,26","183,93","-","0,61%"
"28.03.2017","184,08","183,42","184,42","183,39","-","0,54%"
"27.03.2017","183,10","182,93","183,20","182,15","-","-0,20%"
"24.03.2017","183,47","183,76","183,91","183,19","-","-0,09%"
"23.03.2017","183,64","184,26","184,26","183,10","-","-0,11%"
"22.03.2017","183,85","183,18","184,33","182,85","-","-0,24%"
"21.03.2017","184,29","185,25","185,32","183,97","-","-0,27%"
"20.03.2017","184,78","184,19","185,30","183,58","-","0,16%"
"17.03.2017","184,48","184,56","184,67","183,78","-","0,24%"
"16.03.2017","184,04","185,02","185,05","183,91","-","0,14%"
"15.03.2017","183,79","183,68","184,02","182,90","-","0,92%"
"14.03.2017","182,12","183,51","183,52","181,55","-","-0,57%"
"13.03.2017","183,16","183,01","183,45","182,62","-","0,28%"
"10.03.2017","182,65","183,54","184,57","182,41","-","-0,31%"
"09.03.2017","183,22","183,63","184,82","182,41","-","-0,99%"
"08.03.2017","185,05","187,76","188,11","184,86","-","-1,58%"
"07.03.2017","188,02","189,11","189,56","187,97","-","-0,74%"
"06.03.2017","189,42","189,83","190,75","189,35","-","-0,16%"
"03.03.2017","189,72","188,95","189,77","188,79","-","0,48%"
"02.03.2017","188,81","190,40","190,54","188,69","-","-1,29%"
"01.03.2017","191,27","191,13","191,39","190,44","-","0,34%"
"28.02.2017","190,62","189,76","190,64","189,18","-","0,39%"
"27.02.2017","189,88","190,89","191,07","189,83","-","-0,55%"
"24.02.2017","190,93","191,55","191,61","190,58","-","-0,37%"
"23.02.2017","191,63","192,59","193,12","191,39","-","0,21%"
"22.02.2017","191,23","191,72","192,01","191,01","-","-0,43%"
"21.02.2017","192,05","193,05","193,19","191,99","-","-0,04%"
"17.02.2017","192,12","191,83","192,37","191,62","-","-0,33%"
"16.02.2017","192,76","193,59","193,95","192,46","-","-0,26%"
"15.02.2017","193,26","192,05","193,40","191,83","-","0,51%"
"14.02.2017","192,28","192,76","193,08","191,69","-","0,11%"
"13.02.2017","192,06","193,51","193,51","191,89","-","-1,02%"
"10.02.2017","194,04","193,28","194,38","193,27","-","0,66%"
"09.02.2017","192,76","192,94","193,50","192,49","-","0,26%"
"08.02.2017","192,26","191,19","192,64","190,97","-","0,47%"
"07.02.2017","191,37","191,87","191,94","190,86","-","-0,41%"
"06.02.2017","192,16","193,80","193,87","192,10","-","-0,54%"
"03.02.2017","193,20","192,80","193,87","192,53","-","-0,17%"
"02.02.2017","193,52","194,05","194,77","193,27","-","-0,42%"
"01.02.2017","194,34","192,87","194,35","192,57","-","1,20%"
"31.01.2017","192,04","192,40","192,84","191,48","-","0,41%"
"30.01.2017","191,26","192,87","192,93","191,23","-","-1,12%"
"27.01.2017","193,43","193,21","193,75","192,62","-","-0,43%"
"26.01.2017","194,26","194,13","195,28","194,01","-","0,14%"
"25.01.2017","193,98","194,20","195,28","193,73","-","-0,50%"
"24.01.2017","194,95","195,20","195,84","194,85","-","0,26%"
"23.01.2017","194,44","193,60","194,77","193,39","-","0,22%"
"20.01.2017","194,02","193,58","194,69","193,45","-","0,55%"
"19.01.2017","192,96","193,98","194,07","192,71","-","-0,21%"
"18.01.2017","193,36","194,07","194,55","193,14","-","-0,91%"
"17.01.2017","195,14","195,59","196,36","195,10","-","0,31%"
"13.01.2017","194,54","193,87","195,01","193,82","-","-0,22%"
"12.01.2017","194,97","194,06","195,18","193,98","-","1,39%"
"11.01.2017","192,29","191,21","192,95","190,65","-","0,60%"
"10.01.2017","191,14","191,08","191,84","190,81","-","0,28%"
"09.01.2017","190,60","191,78","191,81","190,55","-","-1,52%"
"06.01.2017","193,54","193,64","194,11","192,72","-","-0,09%"
"05.01.2017","193,71","193,57","194,19","192,55","-","0,38%"
"04.01.2017","192,98","191,04","193,03","190,83","-","1,49%"
"03.01.2017","190,15","193,57","193,78","189,94","-","-1,23%"
"30.12.2016","192,51","192,71","193,32","192,15","-","-0,20%"
"29.12.2016","192,90","193,42","193,61","192,69","-","-0,07%"
"28.12.2016","193,03","192,72","193,35","192,02","-","0,15%"
"27.12.2016","192,75","191,20","193,09","191,06","-","1,17%"
"23.12.2016","190,53","189,72","191,05","189,56","-","0,12%"
"22.12.2016","190,31","189,93","191,16","189,81","-","-0,25%"
"21.12.2016","190,78","191,31","191,97","190,47","-","0,11%"
"20.12.2016","190,57","191,04","191,34","190,18","-","-0,34%"
"19.12.2016","191,22","191,24","191,46","190,71","-","-0,11%"
"16.12.2016","191,43","190,59","191,66","190,21","-","0,50%"
"15.12.2016","190,48","190,88","191,25","189,43","-","-0,68%"
"14.12.2016","191,79","192,32","193,39","191,76","-","-0,86%"
"13.12.2016","193,46","194,20","194,44","192,45","-","0,06%"
"12.12.2016","193,35","193,97","194,72","193,17","-","0,71%"
"09.12.2016","191,98","191,69","192,26","191,09","-","0,30%"
"08.12.2016","191,41","191,19","191,45","189,88","-","0,29%"
"07.12.2016","190,85","192,59","192,63","190,82","-","-0,87%"
"06.12.2016","192,53","192,87","193,07","191,79","-","-0,49%"
"05.12.2016","193,48","192,56","194,91","192,50","-","0,93%"
"02.12.2016","191,69","190,61","191,73","190,11","-","0,15%"
"01.12.2016","191,41","190,29","192,63","190,25","-","1,11%"
"30.11.2016","189,31","188,32","190,00","187,67","-","2,90%"
"29.11.2016","183,98","185,77","185,83","183,83","-","-2,01%"
"28.11.2016","187,76","186,37","188,51","186,33","-","1,09%"
"25.11.2016","185,73","187,22","187,36","185,58","-","-1,04%"
"23.11.2016","187,69","186,79","188,07","185,84","-","0,07%"
"22.11.2016","187,56","187,65","187,95","186,29","-","0,13%"
"21.11.2016","187,31","184,97","187,54","184,93","-","2,28%"
"18.11.2016","183,14","182,70","183,27","181,94","-","0,38%"
"17.11.2016","182,44","183,38","183,64","182,18","-","0,05%"
"16.11.2016","182,34","182,18","183,53","181,91","-","-0,40%"
"15.11.2016","183,08","181,80","183,24","181,35","-","1,57%"
"14.11.2016","180,25","180,26","180,73","178,94","-","-0,27%"
"11.11.2016","180,74","183,19","183,86","180,42","-","-1,41%"
"10.11.2016","183,33","184,16","184,39","182,91","-","-0,36%"
"09.11.2016","183,99","183,34","185,08","182,88","-","0,24%"
"08.11.2016","183,55","182,99","184,22","182,52","-","0,03%"
"07.11.2016","183,50","183,42","183,70","182,40","-","0,55%"
"04.11.2016","182,50","183,05","183,30","181,71","-","-0,48%"
"03.11.2016","183,38","184,54","184,84","183,08","-","-0,49%"
"02.11.2016","184,29","184,75","185,12","183,54","-","-0,82%"
"01.11.2016","185,81","187,49","187,69","185,33","-","-0,25%"
"31.10.2016","186,28","188,75","188,80","186,21","-","-1,55%"
"28.10.2016","189,21","189,46","190,70","188,83","-","-0,44%"
"27.10.2016","190,05","189,45","190,32","188,81","-","0,70%"
"26.10.2016","188,72","188,24","189,61","188,04","-","-0,33%"
"25.10.2016","189,35","190,25","190,31","188,64","-","-0,05%"
"24.10.2016","189,44","189,01","189,65","188,35","-","0,02%"
"21.10.2016","189,40","189,00","189,57","188,01","-","0,33%"
"20.10.2016","188,78","190,26","190,26","188,50","-","-1,04%"
"19.10.2016","190,77","189,92","191,35","189,87","-","0,52%"
"18.10.2016","189,78","190,01","190,21","189,28","-","0,21%"
"17.10.2016","189,39","189,57","189,73","188,20","-","-0,04%"
"14.10.2016","189,47","190,11","190,11","188,98","-","0,17%"
"13.10.2016","189,14","187,92","189,23","187,48","-","0,57%"
"12.10.2016","188,07","189,49","189,63","187,82","-","-0,58%"
"11.10.2016","189,16","189,29","190,06","188,59","-","-0,59%"
"10.10.2016","190,28","188,85","190,71","188,79","-","1,04%"
"07.10.2016","188,32","188,73","189,46","187,92","-","-0,12%"
"06.10.2016","188,54","188,21","188,71","187,55","-","-0,13%"
"05.10.2016","188,78","188,46","188,94","187,76","-","0,79%"
"04.10.2016","187,30","186,53","187,71","186,35","-","0,14%"
"03.10.2016","187,03","186,23","187,29","184,84","-","0,38%"
"30.09.2016","186,32","185,63","186,40","185,32","-","0,26%"
"29.09.2016","185,83","186,13","186,84","185,11","-","-0,04%"
"28.09.2016","185,90","183,82","186,31","181,91","-","1,52%"
"27.09.2016","183,11","183,90","184,03","182,25","-","-1,01%"
"26.09.2016","184,98","183,58","185,26","183,42","-","1,03%"
"23.09.2016","183,10","185,58","186,02","182,61","-","-1,73%"
"22.09.2016","186,32","186,35","187,30","185,90","-","0,79%"
"21.09.2016","184,86","184,13","185,02","183,80","-","1,03%"
"20.09.2016","182,97","181,39","183,07","180,95","-","0,73%"
