"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"08.11.2006","313,23","311,25","314,54","310,55","-","0,64%"
"07.11.2006","311,25","311,72","312,91","310,46","-","-0,15%"
"06.11.2006","311,72","309,91","312,27","309,47","-","0,58%"
"03.11.2006","309,91","307,64","310,28","307,29","-","0,74%"
"02.11.2006","307,64","306,35","310,23","305,18","-","0,42%"
"01.11.2006","306,35","305,87","307,36","304,05","-","0,16%"
"31.10.2006","305,87","306,22","306,30","302,63","-","-0,11%"
"30.10.2006","306,22","312,37","312,47","306,22","-","-1,97%"
"27.10.2006","312,37","311,78","313,28","310,77","-","0,19%"
"26.10.2006","311,78","312,77","314,45","311,47","-","-0,32%"
"25.10.2006","312,77","307,54","313,34","307,17","-","1,70%"
"24.10.2006","307,54","306,10","308,45","304,96","-","0,47%"
"23.10.2006","306,10","305,74","306,15","303,55","-","0,12%"
"20.10.2006","305,74","307,97","308,04","305,08","-","-0,72%"
"19.10.2006","307,97","304,52","308,59","304,44","-","1,13%"
"18.10.2006","304,52","308,16","308,48","304,09","-","-1,18%"
"17.10.2006","308,16","308,56","310,62","307,44","-","-0,13%"
"16.10.2006","308,56","303,39","308,59","303,39","-","1,70%"
"13.10.2006","303,39","299,73","304,79","299,73","-","1,22%"
"12.10.2006","299,73","297,91","300,71","296,99","-","0,64%"
"11.10.2006","297,81","299,40","300,86","297,52","-","-0,53%"
"10.10.2006","299,40","303,56","303,59","298,50","-","-1,37%"
"09.10.2006","303,56","300,20","305,85","300,12","-","1,12%"
"06.10.2006","300,20","300,59","300,75","297,92","-","-0,13%"
"05.10.2006","300,59","297,16","301,05","297,16","-","1,15%"
"04.10.2006","297,16","295,13","297,60","292,82","-","0,69%"
"03.10.2006","295,13","301,36","301,38","294,89","-","-2,07%"
"02.10.2006","301,36","305,58","305,87","301,24","-","-1,38%"
"29.09.2006","305,58","305,13","305,86","302,69","-","0,15%"
"28.09.2006","305,13","304,32","306,26","303,11","-","0,27%"
"27.09.2006","304,32","301,71","304,51","299,96","-","0,87%"
"26.09.2006","301,71","300,71","303,56","300,09","-","0,33%"
"25.09.2006","300,71","300,86","302,19","297,13","-","-0,05%"
"22.09.2006","300,86","304,35","304,80","300,36","-","-1,15%"
"21.09.2006","304,35","300,67","304,39","300,33","-","1,22%"
"20.09.2006","300,67","303,04","303,19","300,58","-","-0,78%"
"19.09.2006","303,04","308,15","309,20","302,91","-","-1,66%"
"18.09.2006","308,15","306,32","309,58","305,05","-","0,60%"
"15.09.2006","306,32","307,05","307,05","304,64","-","-0,24%"
"14.09.2006","307,05","311,27","311,52","306,52","-","-1,36%"
"13.09.2006","311,27","310,71","312,57","310,11","-","0,18%"
"12.09.2006","310,71","313,73","315,15","310,48","-","-0,96%"
"11.09.2006","313,73","320,39","320,49","313,57","-","-2,08%"
"08.09.2006","320,39","323,61","323,61","320,29","-","-1,00%"
"07.09.2006","323,61","325,43","325,52","322,82","-","-0,56%"
"06.09.2006","325,43","327,03","327,84","325,37","-","-0,49%"
"05.09.2006","327,03","325,28","327,69","325,05","-","0,49%"
"01.09.2006","325,42","329,02","329,19","325,37","-","-1,09%"
"31.08.2006","329,02","327,09","329,12","326,35","-","0,59%"
"30.08.2006","327,09","328,45","329,17","324,60","-","-0,41%"
"29.08.2006","328,45","329,69","329,84","325,97","-","-0,38%"
"28.08.2006","329,69","336,26","336,26","328,95","-","-1,95%"
"25.08.2006","336,26","336,12","339,68","335,97","-","0,04%"
"24.08.2006","336,12","334,71","336,24","334,58","-","0,42%"
"23.08.2006","334,71","336,67","337,53","333,37","-","-0,58%"
"22.08.2006","336,67","335,50","337,01","334,34","-","0,35%"
"21.08.2006","335,50","332,32","335,57","332,32","-","0,96%"
"18.08.2006","332,32","331,69","333,45","330,72","-","0,19%"
"17.08.2006","331,69","337,54","337,58","331,51","-","-1,73%"
"16.08.2006","337,54","338,76","340,31","336,90","-","-0,36%"
"15.08.2006","338,76","338,82","339,51","337,95","-","-0,02%"
"14.08.2006","338,82","344,53","344,53","337,48","-","-1,66%"
"11.08.2006","344,53","348,03","348,35","343,58","-","-1,01%"
"10.08.2006","348,03","353,70","353,70","347,75","-","-1,60%"
"09.08.2006","353,70","350,73","355,81","350,73","-","0,85%"
"08.08.2006","350,73","351,95","352,45","349,99","-","-0,35%"
"07.08.2006","351,95","350,05","353,03","349,86","-","0,54%"
"04.08.2006","350,05","349,93","351,65","348,79","-","0,03%"
"03.08.2006","349,93","353,69","354,50","349,66","-","-1,06%"
"02.08.2006","353,69","349,56","356,26","349,49","-","1,18%"
"01.08.2006","349,56","349,83","352,01","349,23","-","-0,08%"
"31.07.2006","349,83","343,83","350,19","343,80","-","1,75%"
"28.07.2006","343,83","344,38","345,14","342,30","-","-0,16%"
"27.07.2006","344,38","341,95","345,66","341,95","-","0,71%"
"26.07.2006","341,95","340,74","343,55","340,10","-","0,36%"
"25.07.2006","340,74","342,71","344,06","340,39","-","-0,57%"
"24.07.2006","342,71","339,61","343,15","337,61","-","0,91%"
"21.07.2006","339,61","340,52","341,43","337,60","-","-0,27%"
"20.07.2006","340,52","342,91","349,93","340,10","-","-0,70%"
"19.07.2006","342,91","341,85","343,14","339,35","-","0,31%"
"18.07.2006","341,85","347,31","348,92","341,61","-","-1,57%"
"17.07.2006","347,31","357,21","357,21","347,20","-","-2,77%"
"14.07.2006","357,21","355,91","358,38","355,91","-","0,37%"
"13.07.2006","355,91","352,62","356,24","352,30","-","0,93%"
"12.07.2006","352,62","350,28","353,07","349,23","-","0,67%"
"11.07.2006","350,28","346,67","350,98","346,54","-","1,04%"
"10.07.2006","346,67","348,05","348,12","345,71","-","-0,40%"
"07.07.2006","348,05","352,86","352,98","347,60","-","-1,36%"
"06.07.2006","352,86","349,86","353,77","349,05","-","0,86%"
"05.07.2006","349,86","348,15","350,49","347,91","-","0,50%"
"03.07.2006","348,13","346,39","348,25","346,39","-","0,50%"
"30.06.2006","346,39","342,30","346,62","342,30","-","1,19%"
"29.06.2006","342,30","338,19","343,05","338,19","-","1,22%"
"28.06.2006","338,19","337,07","339,22","337,01","-","0,33%"
"27.06.2006","337,07","337,37","339,56","336,43","-","-0,09%"
"26.06.2006","337,37","335,04","338,04","333,34","-","0,70%"
"23.06.2006","335,04","336,16","336,31","334,87","-","-0,33%"
"22.06.2006","336,16","336,75","337,62","335,65","-","-0,18%"
"21.06.2006","336,75","333,10","337,69","332,64","-","1,10%"
"20.06.2006","333,10","333,57","334,67","332,76","-","-0,14%"
"19.06.2006","333,57","339,22","339,32","333,15","-","-1,67%"
"16.06.2006","339,22","337,56","339,33","336,27","-","0,49%"
"15.06.2006","337,56","332,03","338,64","332,03","-","1,67%"
"14.06.2006","332,03","330,23","334,08","330,13","-","0,55%"
"13.06.2006","330,23","338,39","338,39","329,62","-","-2,41%"
"12.06.2006","338,39","340,09","341,40","338,07","-","-0,50%"
"09.06.2006","340,09","339,23","342,36","339,23","-","0,25%"
"08.06.2006","339,23","343,22","343,22","337,37","-","-1,16%"
"07.06.2006","343,22","344,78","344,80","340,25","-","-0,45%"
"06.06.2006","344,78","348,78","348,83","343,12","-","-1,15%"
"05.06.2006","348,78","350,05","352,04","348,22","-","-0,36%"
"02.06.2006","350,05","343,12","350,84","343,12","-","2,02%"
"01.06.2006","343,12","344,87","346,69","340,51","-","-0,51%"
"31.05.2006","344,87","347,88","348,56","342,48","-","-0,87%"
"30.05.2006","347,88","347,82","351,53","347,68","-","0,02%"
"26.05.2006","347,82","346,35","348,57","345,21","-","0,42%"
"25.05.2006","346,35","342,51","347,35","342,51","-","1,12%"
"24.05.2006","342,51","352,31","352,34","342,44","-","-2,78%"
"23.05.2006","352,31","344,26","353,27","344,26","-","2,34%"
"22.05.2006","344,26","342,29","344,56","339,91","-","0,58%"
"19.05.2006","342,29","344,87","344,87","337,46","-","-1,82%"
"18.05.2006","348,65","349,38","350,09","346,48","-","-0,21%"
"17.05.2006","349,38","353,20","357,79","348,60","-","-1,08%"
"16.05.2006","353,20","348,84","355,03","348,56","-","0,32%"
"15.05.2006","352,06","361,75","361,75","351,85","-","-2,68%"
"12.05.2006","361,75","361,99","363,30","358,62","-","-0,99%"
"11.05.2006","365,35","360,21","365,40","360,15","-","1,43%"
"10.05.2006","360,21","354,93","360,33","353,77","-","1,49%"
"09.05.2006","354,93","350,35","356,30","350,35","-","1,31%"
"08.05.2006","350,35","351,92","351,94","347,20","-","-0,45%"
"05.05.2006","351,92","349,89","352,40","349,67","-","0,58%"
"04.05.2006","349,89","352,20","353,70","347,66","-","-0,66%"
"03.05.2006","352,20","357,02","357,42","352,09","-","-1,35%"
"02.05.2006","357,02","355,22","358,04","354,30","-","0,51%"
"01.05.2006","355,22","349,89","355,55","349,89","-","1,52%"
"28.04.2006","349,89","345,69","352,08","345,69","-","1,21%"
"27.04.2006","345,69","352,57","352,57","345,63","-","-1,95%"
"26.04.2006","352,57","352,93","353,93","351,51","-","-0,10%"
"25.04.2006","352,93","352,56","355,33","350,91","-","0,10%"
"24.04.2006","352,56","358,59","358,66","352,17","-","-1,68%"
"21.04.2006","358,59","353,94","359,08","352,35","-","1,31%"
"20.04.2006","353,94","357,29","357,64","351,42","-","-0,94%"
"19.04.2006","357,29","354,89","357,89","354,27","-","0,68%"
"18.04.2006","354,89","348,46","355,00","348,41","-","1,85%"
"17.04.2006","348,46","342,32","348,59","342,32","-","1,79%"
"13.04.2006","342,32","340,63","342,51","338,74","-","0,50%"
"12.04.2006","340,63","340,48","341,79","339,72","-","0,04%"
"11.04.2006","340,48","339,99","341,32","337,91","-","0,14%"
"10.04.2006","339,99","337,18","340,40","337,09","-","0,83%"
"07.04.2006","337,18","339,35","339,38","335,53","-","-0,64%"
"06.04.2006","339,35","336,12","339,61","336,09","-","0,96%"
"05.04.2006","336,12","332,43","336,40","332,43","-","1,11%"
"04.04.2006","332,43","335,61","335,69","331,71","-","-0,95%"
"03.04.2006","335,61","333,18","338,35","333,14","-","0,73%"
"31.03.2006","333,18","337,31","337,45","331,73","-","-1,22%"
"30.03.2006","337,31","332,92","337,63","332,92","-","1,32%"
"29.03.2006","332,92","331,66","333,26","331,18","-","0,38%"
"28.03.2006","331,66","327,71","331,79","327,51","-","1,21%"
"27.03.2006","327,71","326,98","328,18","325,40","-","0,22%"
"24.03.2006","326,98","325,94","329,69","325,66","-","0,32%"
"23.03.2006","325,94","320,27","325,96","320,08","-","1,77%"
"22.03.2006","320,27","322,77","323,86","320,13","-","-0,77%"
"21.03.2006","322,77","320,64","323,52","319,21","-","0,66%"
"20.03.2006","320,64","325,83","325,94","320,15","-","-1,59%"
"17.03.2006","325,83","327,55","328,16","325,75","-","-0,53%"
"16.03.2006","327,55","325,63","329,22","323,97","-","0,59%"
"15.03.2006","325,63","326,97","328,63","325,40","-","-0,41%"
"14.03.2006","326,97","322,99","327,32","322,56","-","1,23%"
"13.03.2006","322,99","319,42","323,21","319,10","-","1,12%"
"10.03.2006","319,42","319,93","320,29","317,99","-","-0,16%"
"09.03.2006","319,93","317,87","320,40","317,55","-","0,65%"
"08.03.2006","317,87","321,44","321,49","316,11","-","-1,11%"
"07.03.2006","321,44","325,25","325,31","320,49","-","-1,17%"
"06.03.2006","325,25","331,34","331,51","324,32","-","-1,84%"
"03.03.2006","331,34","329,21","331,43","327,47","-","0,65%"
"02.03.2006","329,21","324,84","329,37","324,84","-","1,35%"
"01.03.2006","324,84","324,36","326,46","323,81","-","0,15%"
"28.02.2006","324,36","320,99","324,90","319,90","-","1,05%"
"27.02.2006","320,99","328,90","328,91","320,18","-","-2,40%"
"24.02.2006","328,90","324,11","329,91","324,10","-","1,48%"
"23.02.2006","324,11","326,03","326,22","322,13","-","-0,59%"
"22.02.2006","326,03","330,26","330,60","325,09","-","-1,28%"
"21.02.2006","330,26","326,69","330,58","326,65","-","1,26%"
"17.02.2006","326,15","322,60","326,40","322,56","-","1,10%"
"16.02.2006","322,60","320,75","323,28","319,81","-","0,58%"
"15.02.2006","320,75","325,05","326,75","320,58","-","-1,32%"
"14.02.2006","325,05","327,57","328,27","324,54","-","-0,77%"
"13.02.2006","327,57","331,60","331,71","327,12","-","-1,22%"
"10.02.2006","331,60","336,96","336,98","330,97","-","-1,59%"
"09.02.2006","336,96","336,07","337,86","335,64","-","0,26%"
"08.02.2006","336,07","336,43","338,75","335,75","-","-0,11%"
"07.02.2006","336,43","343,25","343,48","336,25","-","-1,99%"
"06.02.2006","343,25","345,90","345,95","343,16","-","-0,77%"
"03.02.2006","345,90","343,14","345,99","342,91","-","0,80%"
"02.02.2006","343,14","344,59","345,51","341,85","-","-0,42%"
"01.02.2006","344,59","348,66","350,95","344,34","-","-1,17%"
"31.01.2006","348,66","350,06","350,28","346,86","-","-0,40%"
"30.01.2006","350,06","346,96","350,32","346,83","-","0,89%"
"27.01.2006","346,96","343,46","347,28","343,35","-","1,02%"
"26.01.2006","343,46","342,52","344,52","341,07","-","0,27%"
"25.01.2006","342,52","343,72","344,99","341,80","-","-0,35%"
"24.01.2006","343,72","344,78","345,79","342,95","-","-0,31%"
"23.01.2006","344,78","345,15","347,82","343,33","-","-0,11%"
"20.01.2006","345,15","341,34","346,52","340,94","-","1,12%"
"19.01.2006","341,34","338,80","341,38","337,35","-","0,75%"
"18.01.2006","338,80","342,45","342,65","337,81","-","-1,07%"
"17.01.2006","342,45","336,77","342,56","336,77","-","1,67%"
"13.01.2006","336,84","334,71","337,09","334,32","-","0,64%"
"12.01.2006","334,71","335,71","337,20","334,67","-","-0,30%"
"11.01.2006","335,71","336,45","337,28","333,56","-","-0,22%"
"10.01.2006","336,45","337,33","337,75","335,86","-","-0,26%"
"09.01.2006","337,33","339,47","339,64","336,04","-","-0,63%"
"06.01.2006","339,47","335,80","340,43","335,46","-","1,09%"
"05.01.2006","335,80","338,49","338,49","334,85","-","-0,79%"
"04.01.2006","338,49","336,37","338,78","335,23","-","0,63%"
"03.01.2006","336,37","331,83","338,17","331,38","-","1,33%"
"02.01.2006","331,94","331,94","331,94","331,94","-","0,03%"
"30.12.2005","331,83","329,32","332,00","327,75","-","0,76%"
"29.12.2005","329,32","329,32","331,48","328,35","-","0,00%"
"28.12.2005","329,32","324,59","330,23","324,51","-","1,46%"
"27.12.2005","324,59","326,31","326,97","322,87","-","-0,53%"
"23.12.2005","326,31","326,76","327,31","324,42","-","-0,14%"
"22.12.2005","326,76","326,53","327,89","325,57","-","0,07%"
"21.12.2005","326,53","325,81","326,91","323,79","-","0,22%"
"20.12.2005","325,81","326,09","327,23","325,30","-","-0,09%"
"19.12.2005","326,09","326,36","327,32","324,93","-","-0,08%"
"16.12.2005","326,36","328,61","329,41","326,16","-","-0,68%"
"15.12.2005","328,61","331,39","332,03","328,44","-","-0,84%"
"14.12.2005","331,39","335,62","341,50","331,36","-","-1,26%"
"13.12.2005","335,62","333,70","336,39","333,55","-","0,58%"
"12.12.2005","333,70","327,81","333,82","327,81","-","1,80%"
"09.12.2005","327,81","330,44","331,61","326,55","-","-0,80%"
"08.12.2005","330,44","324,66","330,53","324,36","-","1,78%"
"07.12.2005","324,66","324,29","326,60","323,49","-","0,11%"
"06.12.2005","324,29","325,59","325,59","323,57","-","-0,40%"
"05.12.2005","325,59","323,38","328,58","323,00","-","0,68%"
"02.12.2005","323,38","320,71","323,43","320,41","-","0,83%"
"01.12.2005","320,71","314,27","321,00","314,27","-","2,05%"
"30.11.2005","314,27","311,23","314,55","310,86","-","0,98%"
"29.11.2005","311,23","312,72","314,40","311,00","-","-0,48%"
"28.11.2005","312,72","314,67","315,67","311,08","-","-0,62%"
"25.11.2005","314,67","314,70","314,82","314,37","-","0,09%"
"23.11.2005","314,38","315,50","315,70","313,16","-","-0,35%"
"22.11.2005","315,50","313,63","315,98","313,33","-","0,60%"
"21.11.2005","313,63","312,74","314,28","312,61","-","0,28%"
"18.11.2005","312,74","313,21","314,55","311,46","-","-0,15%"
"17.11.2005","313,21","315,31","316,56","313,16","-","-0,67%"
"16.11.2005","315,31","312,73","315,87","312,59","-","0,82%"
"15.11.2005","312,73","315,08","316,44","312,63","-","-0,75%"
"14.11.2005","315,08","315,59","316,55","314,50","-","-0,16%"
"11.11.2005","315,59","314,53","316,17","313,51","-","0,34%"
"10.11.2005","314,53","316,54","317,24","313,41","-","-0,63%"
"09.11.2005","316,54","318,24","319,47","315,24","-","-0,53%"
"08.11.2005","318,24","317,45","318,47","316,31","-","0,25%"
"07.11.2005","317,45","318,77","318,77","314,56","-","-0,41%"
"04.11.2005","318,77","321,29","321,41","318,41","-","-0,78%"
"03.11.2005","321,29","316,45","321,37","316,36","-","1,53%"
"02.11.2005","316,45","315,83","317,76","314,79","-","0,20%"
"01.11.2005","315,83","316,29","316,76","313,99","-","-0,15%"
"31.10.2005","316,29","322,13","322,13","315,65","-","-1,81%"
"28.10.2005","322,13","323,41","323,41","320,37","-","-0,40%"
"27.10.2005","323,41","324,23","324,77","321,62","-","-0,25%"
"26.10.2005","324,23","329,19","329,77","322,03","-","-1,51%"
"25.10.2005","329,19","321,36","329,34","321,26","-","2,44%"
"24.10.2005","321,36","322,51","322,65","319,81","-","-0,36%"
"21.10.2005","322,51","322,36","322,53","318,71","-","0,05%"
"20.10.2005","322,36","326,75","327,39","321,45","-","-1,34%"
"19.10.2005","326,75","329,18","329,35","325,11","-","-0,74%"
"18.10.2005","329,18","332,45","333,20","328,44","-","-0,98%"
"17.10.2005","332,45","327,64","332,63","327,30","-","1,47%"
"14.10.2005","327,64","328,92","329,21","323,87","-","-0,39%"
"13.10.2005","328,92","332,10","332,20","327,45","-","-0,96%"
"12.10.2005","332,10","330,46","332,57","329,58","-","0,50%"
"11.10.2005","330,46","325,96","330,60","325,96","-","1,38%"
"10.10.2005","325,96","325,21","326,24","323,34","-","0,23%"
"07.10.2005","325,21","323,93","325,27","323,71","-","0,40%"
"06.10.2005","323,93","328,20","328,52","323,19","-","-1,30%"
"05.10.2005","328,20","329,72","331,90","328,01","-","-0,46%"
"04.10.2005","329,72","333,22","333,55","327,09","-","-1,05%"
"03.10.2005","333,22","332,97","334,08","332,14","-","0,08%"
"30.09.2005","332,97","334,85","334,99","331,16","-","-0,56%"
"29.09.2005","334,85","333,33","335,62","331,62","-","0,46%"
"28.09.2005","333,33","327,03","334,64","327,03","-","1,93%"
"27.09.2005","327,03","326,93","327,73","326,03","-","0,03%"
"26.09.2005","326,93","323,11","326,98","319,45","-","1,18%"
"23.09.2005","323,11","328,29","328,55","322,10","-","-1,58%"
"22.09.2005","328,29","327,04","330,37","326,93","-","0,38%"
"21.09.2005","327,04","325,16","328,96","324,63","-","0,58%"
"20.09.2005","325,16","327,41","328,32","322,72","-","-0,69%"
"19.09.2005","327,41","315,39","327,45","315,11","-","3,81%"
"16.09.2005","315,39","319,71","319,95","315,07","-","-1,35%"
"15.09.2005","319,71","321,66","321,78","317,84","-","-0,61%"
"14.09.2005","321,66","318,00","321,71","317,85","-","1,15%"
"13.09.2005","318,00","319,98","333,36","317,04","-","-0,62%"
"12.09.2005","319,98","323,32","323,32","317,81","-","-1,03%"
"09.09.2005","323,32","324,71","325,63","322,45","-","-0,43%"
"08.09.2005","324,71","324,19","326,35","321,75","-","0,16%"
"07.09.2005","324,19","329,36","329,36","322,99","-","-1,57%"
"06.09.2005","329,36","331,23","331,27","328,83","-","-0,60%"
"02.09.2005","331,35","336,20","337,17","330,04","-","-1,44%"
"01.09.2005","336,20","329,42","336,53","329,42","-","2,06%"
"31.08.2005","329,42","331,19","334,14","326,46","-","-0,53%"
"30.08.2005","331,19","323,23","333,42","322,78","-","2,46%"
"29.08.2005","323,23","317,10","327,58","316,98","-","1,93%"
"26.08.2005","317,10","318,33","320,04","316,86","-","-0,39%"
"25.08.2005","318,33","320,02","320,58","316,79","-","-0,53%"
"24.08.2005","320,02","317,56","320,22","316,59","-","0,77%"
"23.08.2005","317,56","317,12","318,39","315,96","-","0,14%"
"22.08.2005","317,12","315,18","319,21","315,13","-","0,62%"
"19.08.2005","315,18","311,75","315,54","311,33","-","1,10%"
"18.08.2005","311,75","313,68","314,14","310,24","-","-0,62%"
"17.08.2005","313,68","319,59","319,91","313,54","-","-1,85%"
"16.08.2005","319,59","318,91","321,77","318,83","-","0,21%"
"15.08.2005","318,91","322,96","323,11","317,59","-","-1,25%"
"12.08.2005","322,96","322,59","324,67","322,38","-","0,11%"
"11.08.2005","322,59","319,94","322,79","319,52","-","0,83%"
"10.08.2005","319,94","314,67","320,01","314,67","-","1,67%"
"09.08.2005","314,67","318,25","318,25","314,42","-","-1,12%"
"08.08.2005","318,25","316,67","319,83","316,43","-","0,50%"
"05.08.2005","316,67","315,73","317,47","314,54","-","0,30%"
"04.08.2005","315,73","315,32","317,56","314,89","-","0,13%"
"03.08.2005","315,32","317,57","319,64","315,18","-","-0,71%"
"02.08.2005","317,57","314,72","317,70","313,55","-","0,91%"
"01.08.2005","314,72","312,00","316,55","311,67","-","0,87%"
"29.07.2005","312,00","310,53","312,75","310,41","-","0,47%"
"28.07.2005","310,53","307,10","310,75","306,80","-","1,12%"
"27.07.2005","307,10","306,13","307,73","304,77","-","0,32%"
"26.07.2005","306,13","305,29","308,25","304,45","-","0,28%"
"25.07.2005","305,29","304,25","305,49","302,26","-","0,34%"
"22.07.2005","304,25","300,76","304,41","300,76","-","1,16%"
"21.07.2005","300,76","303,37","303,89","299,53","-","-0,86%"
"20.07.2005","303,37","304,79","306,72","301,59","-","-0,47%"
"19.07.2005","304,79","306,93","306,94","303,54","-","-0,70%"
"18.07.2005","306,93","309,57","310,33","305,85","-","-0,85%"
"15.07.2005","309,57","309,11","311,28","308,91","-","0,15%"
"14.07.2005","309,11","311,54","312,28","307,68","-","-0,78%"
"13.07.2005","311,54","311,68","312,94","310,00","-","-0,04%"
"12.07.2005","311,68","309,90","312,69","309,08","-","0,90%"
"11.07.2005","308,90","309,90","310,12","306,68","-","-0,32%"
"08.07.2005","309,90","312,01","314,73","304,48","-","-0,68%"
"07.07.2005","312,01","313,32","313,58","308,55","-","-0,42%"
"06.07.2005","313,32","309,76","313,36","309,65","-","1,15%"
"05.07.2005","309,76","303,88","311,09","303,66","-","1,94%"
"01.07.2005","303,86","300,00","304,42","299,54","-","1,29%"
"30.06.2005","300,00","303,10","303,57","298,95","-","-1,02%"
"29.06.2005","303,10","304,48","304,48","302,33","-","-0,45%"
"28.06.2005","304,48","311,37","311,37","303,71","-","-2,21%"
"27.06.2005","311,37","312,24","313,30","310,45","-","-0,28%"
"24.06.2005","312,24","311,45","313,10","310,63","-","0,25%"
"23.06.2005","311,45","309,58","312,63","308,97","-","0,60%"
"22.06.2005","309,58","311,03","312,98","309,24","-","-0,47%"
"21.06.2005","311,03","313,76","313,80","311,03","-","-0,87%"
"20.06.2005","313,76","313,76","313,76","313,76","-","0,89%"
"17.06.2005","310,98","310,98","310,98","310,98","-","1,63%"
"16.06.2005","306,00","306,00","306,00","306,00","-","0,87%"
"15.06.2005","303,37","303,37","303,37","303,37","-","0,94%"
"14.06.2005","300,55","300,55","300,55","300,55","-","-0,12%"
"13.06.2005","300,92","300,92","300,92","300,92","-","1,38%"
"10.06.2005","296,82","296,82","296,82","296,82","-","-0,89%"
"09.06.2005","299,48","299,48","299,48","299,48","-","1,01%"
"08.06.2005","296,50","296,50","296,50","296,50","-","-1,25%"
"07.06.2005","300,26","300,26","300,26","300,26","-","-0,54%"
"06.06.2005","301,89","301,89","301,89","301,89","-","-0,02%"
"03.06.2005","301,96","301,96","301,96","301,96","-","1,57%"
"02.06.2005","297,28","297,28","297,28","297,28","-","-0,30%"
"01.06.2005","298,16","298,16","298,16","298,16","-","2,08%"
"31.05.2005","292,08","292,08","292,08","292,08","-","-0,04%"
"27.05.2005","292,21","292,21","292,21","292,21","-","0,28%"
"26.05.2005","291,40","291,40","291,40","291,40","-","0,25%"
"25.05.2005","290,67","290,67","290,67","290,67","-","1,34%"
"24.05.2005","286,83","286,83","286,83","286,83","-","0,32%"
"23.05.2005","285,91","285,91","285,91","285,91","-","0,87%"
"20.05.2005","283,44","283,44","283,44","283,44","-","-0,08%"
"19.05.2005","283,68","283,68","283,68","283,68","-","-0,54%"
"18.05.2005","285,21","285,21","285,21","285,21","-","-0,43%"
"17.05.2005","286,43","286,43","286,43","286,43","-","0,48%"
"16.05.2005","285,06","285,06","285,06","285,06","-","-0,39%"
"13.05.2005","286,17","286,17","286,17","286,17","-","-0,73%"
"12.05.2005","288,26","288,26","288,26","288,26","-","-2,14%"
"11.05.2005","294,57","294,57","294,57","294,57","-","-0,87%"
"10.05.2005","297,15","297,15","297,15","297,15","-","0,24%"
"09.05.2005","296,44","296,44","296,44","296,44","-","0,58%"
"06.05.2005","294,72","294,72","294,72","294,72","-","0,22%"
"05.05.2005","294,07","294,07","294,07","294,07","-","0,15%"
"04.05.2005","293,63","293,63","293,63","293,63","-","0,47%"
"03.05.2005","292,27","292,27","292,27","292,27","-","-1,76%"
"02.05.2005","297,50","297,50","297,50","297,50","-","0,27%"
"29.04.2005","296,69","296,69","296,69","296,69","-","-1,25%"
"28.04.2005","300,45","300,45","300,45","300,45","-","-0,26%"
"27.04.2005","301,23","301,23","301,23","301,23","-","-2,29%"
"26.04.2005","308,30","308,30","308,30","308,30","-","0,00%"
"25.04.2005","308,29","308,29","308,29","308,29","-","-0,14%"
"22.04.2005","308,73","308,73","308,73","308,73","-","0,77%"
"21.04.2005","306,37","306,37","306,37","306,37","-","-0,17%"
"20.04.2005","306,90","306,90","306,90","306,90","-","0,81%"
"19.04.2005","304,44","304,44","304,44","304,44","-","2,65%"
"18.04.2005","296,58","296,58","296,58","296,58","-","-0,37%"
"15.04.2005","297,69","297,69","297,69","297,69","-","-0,45%"
"14.04.2005","299,03","299,03","299,03","299,03","-","-0,17%"
"13.04.2005","299,55","299,55","299,55","299,55","-","-1,45%"
"12.04.2005","303,97","303,97","303,97","303,97","-","-0,99%"
"11.04.2005","307,00","307,00","307,00","307,00","-","0,21%"
"08.04.2005","306,36","306,36","306,36","306,36","-","-0,94%"
"07.04.2005","309,27","309,27","309,27","309,27","-","-1,32%"
"06.04.2005","313,40","313,40","313,40","313,40","-","-0,13%"
"05.04.2005","313,82","313,82","313,82","313,82","-","-0,72%"
"04.04.2005","316,10","316,10","316,10","316,10","-","-0,53%"
"01.04.2005","317,78","317,78","317,78","317,78","-","0,51%"
"31.03.2005","316,16","316,16","316,16","316,16","-","1,32%"
"30.03.2005","312,03","312,03","312,03","312,03","-","0,52%"
"29.03.2005","310,43","310,43","310,43","310,43","-","0,42%"
"28.03.2005","309,14","309,14","309,14","309,14","-","0,73%"
"25.03.2005","306,90","306,88","306,90","306,88","-","-0,93%"
"24.03.2005","309,78","309,78","309,78","309,78","-","0,52%"
"23.03.2005","308,18","308,18","308,18","308,18","-","-2,48%"
"22.03.2005","316,01","316,01","316,01","316,01","-","-0,64%"
"21.03.2005","318,04","318,04","318,04","318,04","-","-1,06%"
"18.03.2005","321,45","321,45","321,45","321,45","-","-0,29%"
"17.03.2005","322,39","322,39","322,39","322,39","-","-0,48%"
"16.03.2005","323,96","323,96","323,96","323,96","-","0,98%"
"15.03.2005","320,81","320,81","320,81","320,81","-","0,89%"
"14.03.2005","317,99","317,99","317,99","317,99","-","-0,11%"
"11.03.2005","318,33","318,33","318,33","318,33","-","1,12%"
"10.03.2005","314,81","314,81","314,81","314,81","-","-0,26%"
"09.03.2005","315,63","315,63","315,63","315,63","-","0,39%"
"08.03.2005","314,39","314,39","314,39","314,39","-","1,28%"
"07.03.2005","310,43","310,43","310,43","310,43","-","0,11%"
"04.03.2005","310,08","310,08","310,08","310,08","-","0,51%"
"03.03.2005","308,50","308,50","308,50","308,50","-","0,51%"
